File name,VROM start,VROM end,ROM start,ROM end,Size (VROM),Compressed?,VRAM start,VRAM end,Size (VRAM),bss,type,number
makerom,0,1060,0,0,1060,N,,,,,,
boot,1060,7950,1060,0,68F0,N,,,,,,
dmadata,7950,D8C0,7950,0,5F70,N,,,,,,
Audiobank,D8C0,39680,D8C0,0,2BDC0,N,,,,,,
Audioseq,39680,89100,39680,0,4FA80,N,,,,,,
Audiotable,89100,4DA490,89100,0,451390,N,,,,,,
link_animetion,4DA490,7400C0,4DA490,0,265C30,N,,,,,object,
icon_item_static,741000,7CACA0,7400C0,0,89CA0,N,,,,,,
icon_item_24_static,7CB000,7D6400,7C9D60,0,B400,N,,,,,,
icon_item_field_static,7D7000,7E2930,7D5160,7DBBC0,B930,Y,,,,,,
icon_item_dungeon_static,7E3000,7E4D80,7DBBC0,7DC1E0,1D80,Y,,,,,,
icon_item_gameover_static,7E5000,7E8C80,7DC1E0,7DDC20,3C80,Y,,,,,,
icon_item_nes_static,7E9000,7F6C80,7DDC20,7E3600,DC80,Y,,,,,,
icon_item_ger_static,7F7000,805B80,7E3600,7E8E00,EB80,Y,,,,,,
icon_item_fra_static,806000,815480,7E8E00,7EE720,F480,Y,,,,,,
item_name_static,816000,872400,7EE720,0,5C400,N,,,,,,
map_name_static,873000,8A5400,84AB20,0,32400,N,,,,,,
do_action_static,8A6000,8AE280,87CF20,0,8280,N,,,,,,
message_static,8AF000,8B3180,8851A0,0,4180,N,,,,,,
message_texture_static,8B4000,8B5200,889320,0,1200,N,,,,,,
nes_font_static,8B6000,8BA580,88A520,0,4580,N,,,,,,
nes_message_data_static,8BB000,8F3120,88EAA0,0,38120,N,,,,,,
ger_message_data_static,8F4000,92F9A0,8C6BC0,0,3B9A0,N,,,,,,
fra_message_data_static,930000,967310,902560,0,37310,N,,,,,,
staff_message_data_static,968000,968F50,939870,0,F50,N,,,,,,
map_grand_static,969000,977350,93A7C0,0,E350,N,,,,,,
map_i_static,978000,A66110,948B10,0,EE110,N,,,,,,
map_48x85_static,A67000,A88DE0,A36C20,0,21DE0,N,,,,,,
code,A89000,B8A530,A58A00,AF2BC0,101530,Y,,,,,,
n64dd,B8A530,B9D1C0,AF2BC0,AFC8E0,12C90,Y,,,,,,
ovl_title,B9D1C0,B9DB80,AFC8E0,AFD0A0,9C0,Y,80800000,808009C0,9C0,0,gamestate,2
ovl_select,B9DB80,BA08E0,AFD0A0,AFEC00,2D60,Y,808009C0,80803720,2D60,0,gamestate,1
ovl_opening,BA08E0,BA0A40,AFEC00,AFED30,160,Y,80803720,80803880,160,0,gamestate,4
ovl_file_choose,BA0A40,BB1230,AFED30,B08410,107F0,Y,80803880,808140A0,10820,30,gamestate,5
ovl_kaleido_scope,BB1230,BCDE30,B08410,B175E0,1CC00,Y,808140A0,80830D10,1CC70,70,kaleido,0
ovl_player_actor,BCDE30,BF44E0,B175E0,B308F0,266B0,Y,80830D10,80857490,26780,D0,kaleido,1
ovl_map_mark_data,BF44E0,BFB040,B308F0,B30CA0,6B60,Y,80857490,8085DFF0,6B60,0,mapmarkdata,0
ovl_En_Test,BFB040,C008F0,B30CA0,B34170,58B0,Y,8085DFF0,808638A0,58B0,0,actor,2
ovl_En_GirlA,C008F0,C03210,B34170,B355E0,2920,Y,808638A0,808661C0,2920,0,actor,4
ovl_En_Part,C03210,C04820,B355E0,B36610,1610,Y,808661C0,808677D0,1610,0,actor,7
ovl_En_Light,C04820,C05610,B36610,B36FD0,DF0,Y,808677D0,808685C0,DF0,0,actor,8
ovl_En_Door,C05610,C06450,B36FD0,B37B90,E40,Y,808685C0,80869400,E40,0,actor,9
ovl_En_Box,C06450,C07F80,B37B90,B38E70,1B30,Y,80869400,8086AF40,1B40,10,actor,A
ovl_En_Poh,C07F80,C0C110,B38E70,B3B8F0,4190,Y,8086AF40,8086F0D0,4190,0,actor,D
ovl_En_Okuta,C0C110,C0E6F0,B3B8F0,B3D340,25E0,Y,8086F0D0,808716B0,25E0,0,actor,E
ovl_En_Bom,C0E6F0,C0F5C0,B3D340,B3DEF0,ED0,Y,808716B0,80872580,ED0,0,actor,10
ovl_En_Wallmas,C0F5C0,C10FD0,B3DEF0,B3F090,1A10,Y,80872580,80873F90,1A10,0,actor,11
ovl_En_Dodongo,C10FD0,C13D70,B3F090,B40FD0,2DA0,Y,80873F90,80876D30,2DA0,0,actor,12
ovl_En_Firefly,C13D70,C15EE0,B40FD0,B42650,2170,Y,80876D30,80878EA0,2170,0,actor,13
ovl_En_Horse,C15EE0,C22140,B42650,B49E50,C260,Y,80878EA0,80885100,C260,0,actor,14
ovl_En_Arrow,C22140,C23830,B49E50,B4AED0,16F0,Y,80885100,808867F0,16F0,0,actor,16
ovl_En_Elf,C23830,C281F0,B4AED0,B4DE80,49C0,Y,808867F0,8088B1B0,49C0,0,actor,18
