80000400,entrypoint
80000460,cleararena
80000498,bootproc
800005A0,Main_ThreadEntry
8000063C,Idle_ThreadEntry
800007F0,DmaMgr_StrCmp
8000085C,DmaMgr_DmaRomToRam
800009E0,DmaMgr_AudioDmaHandler
80000A54,DmaMgr_DmaFromDriveRom
80000AF8,DmaMgr_GetFileName
80000B0C,DmaMgr_ProcessRequest
80000CA8,DmaMgr_ThreadEntry
80000D28,DmaMgr_SendRequest
80000DF0,DmaMgr_RequestSync
80000E6C,DmaMgr_Init
80000F60,Yaz0_FirstDMA
80001000,Yaz0_NextDMA
800010EC,Yaz0_DecompressImpl
80001254,Yaz0_Decompress
800012A0,Locale_Init
80001310,Locale_ResetRegion
800015BC,osSyncPrintf
80001600,osDriveRomInit
800017E0,Mio0_Decompress
80001890,StackCheck_Init
80001948,StackCheck_Cleanup
8000198C,StackCheck_GetState
80001AA0,LogUtils_CheckFloatRange
80001B38,LogUtils_HungupThread
80001B84,LogUtils_ResetHungup
80001BC0,Sleep_Cycles
80001C2C,Sleep_Nsec
80001C7C,Sleep_Usec
80001CCC,Sleep_Msec
80001D20,Sleep_Sec
80001D60,__osPiCreateAccessQueue
80001DB0,__osPiGetAccess
80001DF4,__osPiRelAccess
80001E20,osSendMesg
80001F70,osStopThread
80002030,osRecvMesg
80002170,__ull_rshift
8000219C,__ull_rem
800021D8,__ull_div
80002214,__ll_lshift
80002240,__ll_rem
8000227C,__ll_div
800022D8,__ll_mul
80002308,__ull_divremi
80002368,__ll_mod
80002404,__ll_rshift
80002430,__osExceptionPreamble
80002440,__osException
80002A4C,__osEnqueueAndYield
80002B4C,__osEnqueueThread
80002B94,__osPopThread
80002BA4,__osDispatchThread
80002D20,__osCleanupThread
80002D30,__osDequeueThread
80002D70,osDestroyThread
80002E80,bzero
80002F20,osCreateThread
80003070,osInitialize
80003318,createSpeedParam
80003420,__osSetSR
80003430,__osGetSR
80003440,osWritebackDCache
800034C0,osViGetNextFramebuffer
80003500,osCreatePiManager
80003680,__osDevMgrMain
80003A90,__osPiRawStartDma
80003B60,osVirtualToPhysical
80003BE0,osViBlack
80003C50,__osSiRawReadIo
80003CA0,osGetThreadId
80003CC0,osSetIntMask
80003D60,osViSetMode
80003DD0,__osProbeTLB
80003E90,osGetMemSize
80003FB0,osSetEventMesg
80004070,osUnmapTLBAll
800040C0,osEPiStartDma
800041A0,osInvalICache
80004220,osCreateMesgQueue
80004250,osInvalDCache
80004300,__osSiDeviceBusy
80004330,osJamMesg
80004480,osSetThreadPri
80004560,osGetThreadPri
80004580,__osEPiRawReadIo
800046E0,__osEPiRawStartDma
800048C0,osGetTime
80004950,__osTimerServicesInit
800049DC,__osTimerInterrupt
80004B54,__osSetTimerIntr
80004BC8,__osInsertTimer
80004D50,osGetCount
80004D60,__osSetGlobalIntMask
80004DB0,__osSetCompare
80004DC0,bcopy
800050D0,__osResetGlobalIntMask
80005130,__osDisableInt
800051A0,__osRestoreInt
800051C0,__osViInit
80005300,__osViSwapContext
80005600,osPiGetCmdQueue
80005630,osEPiReadIo
80005680,osCartRomInit
800057E0,__osSetFpcCsr
800057F0,__osGetFpcCsr
80005800,osEPiWriteIo
80005850,osMapTLBRdb
800058B0,osYieldThread
80005900,__osGetCause
80005910,__osEPiRawWriteIo
80005A70,osSetTimer
80005B50,__osSiRawWriteIo
80005BA0,osCreateViManager
80005D20,viMgrMain
80005EB0,__osViGetCurrentContext
80005EC0,osStartThread
80006010,__osSetHWIntrRoutine
80006080,__osGetHWIntrRoutine
800110A0,EnAObj_SetupAction
800110AC,EnAObj_Init
800113EC,EnAObj_Destroy
80011448,EnAObj_WaitFinishedTalking
80011478,EnAObj_SetupWaitTalk
800114A0,EnAObj_WaitTalk
80011554,EnAObj_SetupBlockRot
800115A4,EnAObj_BlockRot
800116C4,EnAObj_SetupBoulderFragment
800116EC,EnAObj_BoulderFragment
8001180C,EnAObj_SetupBlock
8001184C,EnAObj_Block
80011934,EnAObj_Update
80011A50,EnAObj_Draw
80011B40,EnItem00_SetupAction
80011B4C,EnItem00_Init
800121B4,EnItem00_Destroy
800121E0,func_8001DFC8
800123E0,func_8001E1C8
8001251C,func_8001E304
800127E0,EnItem00_Collected
80012938,EnItem00_Update
80012FB8,EnItem00_Draw
80013150,EnItem00_DrawRupee
80013268,EnItem00_DrawCollectible
800133A0,EnItem00_DrawHeartContainer
80013498,EnItem00_DrawHeartPiece
80013530,func_8001F404
80013678,Item_DropCollectible
800138B0,Item_DropCollectible2
80013A84,Item_DropCollectibleRandom
80013F30,EffectBlure_AddVertex
80014254,EffectBlure_AddSpace
80014298,EffectBlure_InitElements
80014350,EffectBlure_Init1
80014460,EffectBlure_Init2
80014594,EffectBlure_Destroy
800145A0,EffectBlure_Update
80014A04,EffectBlure_UpdateFlags
80014B74,EffectBlure_GetComputedValues
80015088,EffectBlure_SetupSmooth
800150BC,EffectBlure_DrawElemNoInterpolation
80015590,EffectBlure_DrawElemHermiteInterpolation
80015F64,EffectBlure_DrawSmooth
80016234,EffectBlure_SetupSimple
8001626C,EffectBlure_SetupSimpleAlt
800164C8,EffectBlure_DrawSimpleVertices
800169B4,EffectBlure_DrawSimple
80016EC0,EffectBlure_Draw
800173B0,EffectShieldParticle_Init
800175E8,EffectShieldParticle_Destroy
80017674,EffectShieldParticle_Update
800177D8,EffectShieldParticle_GetColors
800184F8,EffectShieldParticle_Draw
80018A20,EffectSpark_Init
80018DFC,EffectSpark_Destroy
80018E08,EffectSpark_Update
80018ECC,EffectSpark_Draw
8001A0E0,func_80026230
8001A288,func_80026400
8001A468,func_80026608
8001A4AC,func_80026690
8001A654,func_80026860
8001A83C,func_80026A6C
8001A880,Effect_GetPlayState
8001A890,Effect_GetByIndex
8001A9A0,Effect_InitStatus
8001A9B4,Effect_InitContext
8001AA5C,Effect_Add
8001ABDC,Effect_DrawAll
8001ACD8,Effect_UpdateAll
8001AE04,Effect_Delete
8001AF10,Effect_DeleteAll
8001B000,EffectSs_InitInfo
8001B0E4,EffectSs_ClearAll
8001B1A4,EffectSs_Delete
8001B204,EffectSs_Reset
8001B298,EffectSs_FindSlot
8001B3D0,EffectSs_Insert
8001B468,EffectSs_Spawn
8001B610,EffectSs_Update
8001B6B0,EffectSs_UpdateAll
8001B76C,EffectSs_Draw
8001B7B0,EffectSs_DrawAll
8001B8FC,EffectSs_LerpInv
8001B960,EffectSs_LerpS16
8001B9B4,EffectSs_LerpU8
8001BAA0,EffectSs_DrawGEffect
8001BCE0,EffectSsDust_Spawn
8001BD94,func_8002829C
8001BDFC,func_80028304
8001BE64,func_8002836C
8001BECC,func_800283D4
8001BF34,func_8002843C
8001BF9C,func_800284A4
8001C008,func_80028510
8001C074,func_8002857C
8001C0E4,func_800285EC
8001C154,func_8002865C
8001C1C4,func_800286CC
8001C234,func_8002873C
8001C2A4,func_800287AC
8001C314,func_8002881C
8001C350,func_80028858
8001C38C,func_80028894
8001C488,func_80028990
8001C54C,func_80028A54
8001C610,EffectSsKiraKira_SpawnSmallYellow
8001C66C,EffectSsKiraKira_SpawnSmall
8001C6A8,EffectSsKiraKira_SpawnDispersed
8001C7E4,EffectSsKiraKira_SpawnFocused
8001C8BC,EffectSsBomb_Spawn
8001C914,EffectSsBomb2_SpawnFade
8001C97C,EffectSsBomb2_SpawnLayered
8001C9EC,EffectSsBlast_Spawn
8001CA7C,EffectSsBlast_SpawnWhiteShockwaveSetScale
8001CAD0,EffectSsBlast_SpawnShockwaveSetColor
8001CB1C,EffectSsBlast_SpawnWhiteShockwave
8001CB58,EffectSsGSpk_SpawnAccel
8001CBE8,EffectSsGSpk_SpawnNoAccel
8001CC7C,EffectSsGSpk_SpawnFuse
8001CCD0,EffectSsGSpk_SpawnRandColor
8001CDD4,EffectSsGSpk_SpawnSmall
8001CE18,EffectSsDFire_Spawn
8001CE98,EffectSsDFire_SpawnFixedScale
8001CEDC,EffectSsBubble_Spawn
8001CF3C,EffectSsGRipple_Spawn
8001CF94,EffectSsGSplash_Spawn
8001D028,EffectSsGMagma_Spawn
8001D060,EffectSsGFire_Spawn
8001D098,EffectSsLightning_Spawn
8001D110,EffectSsDtBubble_SpawnColorProfile
8001D18C,EffectSsDtBubble_SpawnCustomColor
8001D21C,EffectSsHahen_Spawn
8001D29C,EffectSsHahen_SpawnBurst
8001D3E4,EffectSsStick_Spawn
8001D438,EffectSsSibuki_Spawn
8001D4A8,EffectSsSibuki_SpawnBurst
8001D62C,EffectSsSibuki2_Spawn
8001D68C,EffectSsGMagma2_Spawn
8001D6FC,EffectSsStone1_Spawn
8001D750,EffectSsHitMark_Spawn
8001D7A8,EffectSsHitMark_SpawnFixedScale
8001D7CC,EffectSsHitMark_SpawnCustomScale
8001D7F8,EffectSsFhgFlash_SpawnLightBall
8001D864,EffectSsFhgFlash_SpawnShock
8001D8C8,EffectSsKFire_Spawn
8001D930,EffectSsSolderSrchBall_Spawn
8001D998,EffectSsKakera_Spawn
8001DA50,EffectSsIcePiece_Spawn
8001DAB8,EffectSsIcePiece_SpawnBurst
8001DC4C,EffectSsEnIce_SpawnFlyingVec3f
8001DCEC,EffectSsEnIce_SpawnFlyingVec3s
8001DDB8,EffectSsEnIce_Spawn
8001DE40,EffectSsFireTail_Spawn
8001DED8,EffectSsFireTail_SpawnFlame
8001DF9C,EffectSsFireTail_SpawnFlameOnPlayer
8001DFEC,EffectSsEnFire_SpawnVec3f
8001E064,EffectSsEnFire_SpawnVec3s
8001E110,EffectSsExtra_Spawn
8001E178,EffectSsFCircle_Spawn
8001E1D4,EffectSsDeadDb_Spawn
8001E28C,EffectSsDeadDd_Spawn
8001E340,EffectSsDeadDd_SpawnRandYellow
8001E3B0,EffectSsDeadDs_Spawn
8001E428,EffectSsDeadDs_SpawnStationary
8001E478,EffectSsDeadSound_Spawn
8001E510,EffectSsDeadSound_SpawnStationary
8001E560,EffectSsIceSmoke_Spawn
8001E5C0,FlagSet_Update
8001E9D0,Overlay_LoadGameState
8001EAF8,Overlay_FreeGameState
8001EC20,ActorShape_Init
8001EC44,ActorShadow_Draw
8001EFF4,ActorShadow_DrawCircle
8001F01C,ActorShadow_DrawWhiteCircle
8001F04C,ActorShadow_DrawHorse
8001F074,ActorShadow_DrawFoot
8001F280,ActorShadow_DrawFeet
8001F74C,Actor_SetFeetPos
8001F7A0,Actor_ProjectPos
8001F804,func_8002BE64
8001F83C,func_8002BE98
8001F904,Actor_SetNaviToActor
8001FA68,func_8002C0C0
8001FACC,func_8002C124
80020108,func_8002C7BC
8002049C,Flags_GetSwitch
800204D0,Flags_SetSwitch
80020510,Flags_UnsetSwitch
80020554,Flags_GetUnknown
80020588,Flags_SetUnknown
800205C8,Flags_UnsetUnknown
8002060C,Flags_GetTreasure
80020624,Flags_SetTreasure
80020640,Flags_GetClear
80020658,Flags_SetClear
80020674,Flags_UnsetClear
80020694,Flags_GetTempClear
800206AC,Flags_SetTempClear
800206C8,Flags_UnsetTempClear
800206E8,Flags_GetCollectible
8002071C,Flags_SetCollectible
80020760,TitleCard_Init
80020780,TitleCard_InitBossName
800207C4,TitleCard_InitPlaceName
80020860,TitleCard_Update
8002091C,TitleCard_Draw
80020E80,TitleCard_Clear
80020EB4,Actor_Kill
80020ED4,Actor_SetWorldToHome
80020F04,Actor_SetFocus
80020F48,Actor_SetWorldRotToShape
80020F68,Actor_SetShapeRotToWorld
80020F88,Actor_SetScale
80020FA4,Actor_SetObjectDependency
80020FDC,Actor_Init
800210F0,Actor_Destroy
80021124,Actor_UpdatePos
800211A4,Actor_UpdateVelocityXZGravity
8002121C,Actor_MoveXZGravity
80021248,Actor_UpdateVelocityXYZ
800212B8,Actor_MoveXYZ
800212E4,Actor_SetProjectileSpeed
80021338,Actor_UpdatePosByAnimation
800213B4,Actor_WorldYawTowardActor
800213E0,Actor_FocusYawTowardActor
8002140C,Actor_WorldYawTowardPoint
80021430,Actor_WorldPitchTowardActor
8002145C,Actor_FocusPitchTowardActor
80021488,Actor_WorldPitchTowardPoint
800214AC,Actor_WorldDistXYZToActor
800214D8,Actor_WorldDistXYZToPoint
800214FC,Actor_WorldDistXZToActor
80021528,Actor_WorldDistXZToPoint
8002154C,func_8002DBD0
800215EC,Actor_HeightDiff
80021600,Player_GetHeight
80021660,func_8002DCE4
800216E8,func_8002DD6C
800216F8,func_8002DD78
8002172C,func_8002DDA8
80021768,func_8002DDE4
8002177C,func_8002DDF4
80021790,func_8002DE04
80021800,func_8002DE74
80021858,Actor_MountHorse
8002187C,func_8002DEEC
800218A8,func_8002DF18
800218C8,Player_SetCsAction
800218EC,Player_SetCsActionWithHaltedActors
80021928,func_8002DF90
80021940,func_8002DFA4
80021968,Player_IsFacingActor
800219C0,Actor_ActorBIsFacingActorA
80021A28,Actor_IsFacingPlayer
80021A74,Actor_ActorAIsFacingActorB
80021AD4,Actor_IsFacingAndNearPlayer
80021B54,Actor_ActorAIsFacingAndNearActorB
80021BE8,func_8002E234
80021C60,func_8002E2AC
80021E6C,Actor_UpdateBgCheckInfo
800221EC,func_8002E830
800223C8,func_8002EABC
80022400,func_8002EB44
80022438,func_8002EBCC
80022554,func_8002ED80
80022670,Actor_GetFocus
800226A4,Actor_GetWorld
800226D8,Actor_GetWorldPosShapeRot
80022754,func_8002EFC0
80022824,func_8002F090
80022860,func_8002F0C8
