offset,vram,.text
0,8001CE60,z_en_a_keep
AD0,8001D930,z_en_item00
2F90,8001FDF0,z_eff_blure
65F0,80023450,z_eff_shield_particle
7CA0,80024B00,z_eff_spark
93D0,80026230,z_eff_ss_dead
9CA0,80026B00,z_effect
A450,800272B0,z_effect_soft_sprite
B120,80027F80,z_effect_soft_sprite_old_init
DC50,8002AAB0,flg_set
E0A0,8002AF00,z_DLF
E380,8002B1E0,z_actor
1B560,800383C0,z_actor_dlftbls
1B7A0,80038600,z_bgcheck
26240,800430A0,code_800430A0
26620,80043480,code_80043480
26990,800437F0,z_camera
3E3A0,8005B200,z_collision_btltbls
3E420,8005B280,z_collision_check
467E0,80063640,z_common_data
46860,800636C0,z_debug
47030,80063E90,z_debug_display
47590,800643F0,z_demo
4C5C0,80069420,code_80069420
4C640,800694A0,z_draw
4EBA0,8006BA00,z_sfx_source
4ED60,8006BBC0,z_elf_message
4F500,8006C360,z_face_reaction
4F540,8006C3A0,code_8006C3A0
4F6B0,8006C510,z_fcurve_data
4F8F0,8006C750,z_fcurve_data_skelanime
50160,8006CFC0,z_horse
50FD0,8006DE30,z_jpeg
51BD0,8006EA30,z_kaleido_setup
51FF0,8006EE50,z_kanfont
52240,8006F0A0,z_kankyo
5A980,800777E0,z_lib
5BB00,80078960,z_lifemeter
5CED0,80079D30,z_lights
5DFB0,8007AE10,z_malloc
5E430,8007B290,z_map_mark
5EAB0,8007B910,z_moji
5F000,8007BE60,z_prenmi_buff
5F0B0,8007BF10,z_nulltask
5F130,8007BF90,z_olib
5F820,8007C680,z_onepointdemo
63940,800807A0,z_map_exp
65780,800825E0,z_parameter
71680,8008E4E0,z_path
71840,8008E6A0,z_frame_advance
718F0,8008E750,z_player_lib
754C0,80092320,z_prenmi
756A0,80092500,z_quake
76510,80093370,z_rcp
78C40,80095AA0,z_room
7A770,800975D0,z_sample
7ABA0,80097A00,code_80097A00
7ADA0,80097C00,z_scene
7C640,800994A0,z_scene_table
83A60,800A08C0,z_skelanime
88980,800A57E0,z_skin
89620,800A6480,z_skin_awb
89FD0,800A6E30,z_skin_matrix
8B360,800A81C0,z_sram
8CF00,800A9D60,z_ss_sram
8D0F0,800A9F50,z_rumble
8D350,800AA1B0,z_view
8F1F0,800AC050,z_vimode
90030,800ACE90,z_viscvg
901C0,800AD020,z_vismono
90AE0,800AD940,z_viszbuf
90D70,800ADBD0,z_vr_box
941F0,800B1050,z_vr_box_draw
94910,800B1770,z_player_call
94A70,800B18D0,z_fbdemo
955C0,800B2420,z_fbdemo_triforce
95B90,800B29F0,z_fbdemo_wipe1
95FF0,800B2E50,z_fbdemo_circle
966A0,800B3500,z_fbdemo_fade
96A00,800B3860,shrink_window
96D10,800B3B70,db_camera
9E260,800BB0C0,code_800BB0A0
9E730,800BB590,mempak
9EE50,800BBCB0,z_kaleido_manager
9F180,800BBFE0,z_kaleido_scope_call
9F610,800BC470,z_play
A4030,800C0E90,PreRender
A6A40,800C38A0,TwoHeadGfxArena
A6DE0,800C3C40,audio_stop_all_sfx
A6E40,800C3CA0,audio_thread_manager
A7270,800C40D0,title_setup
A72F0,800C4150,game
A8790,800C55F0,gamealloc
A8A10,800C5870,graph
A9E30,800C6C90,listalloc
A9F90,800C6DF0,main
AA410,800C7270,padmgr
AB460,800C82C0,sched
ACB00,800C9960,speed_meter
AD560,800CA3C0,sys_cfb
AD700,800CA560,sys_math
AD990,800CA7F0,sys_math3d
B37B0,800D0610,sys_math_atan
B39D0,800D0830,sys_matrix
B5FB0,800D2E10,sys_ucode
B5FF0,800D2E50,sys_rumble
B6360,800D31C0,code_800D31A0
B63E0,800D3240,irqmgr
B6C50,800D3AB0,debug_malloc
B70E0,800D3F40,fault
B9930,800D6790,fault_drawer
BA3B0,800D7210,kanread
BAE90,800D7CF0,ucode_disas
