offset,vram,.text
0,800110A0,z_en_a_keep
AA0,80011B40,z_en_item00
2E90,80013F30,z_eff_blure
6310,800173B0,z_eff_shield_particle
7980,80018A20,z_eff_spark
9040,8001A0E0,z_eff_ss_dead
97E0,8001A880,z_effect
9F60,8001B000,z_effect_soft_sprite
AA00,8001BAA0,z_effect_soft_sprite_old_init
D520,8001E5C0,flg_set
D930,8001E9D0,z_DLF
DB80,8001EC20,z_actor
1A0C0,8002B160,z_actor_dlftbls
1A2C0,8002B360,z_bgcheck
23EA0,80034F40,code_800430A0
241C0,80035260,code_80043480
24550,800355F0,z_camera
38D70,80049E10,z_collision_btltbls
38DD0,80049E70,z_collision_check
40A00,80051AA0,z_common_data
40AB0,80051B50,z_debug
40DC0,80051E60,z_debug_display
41270,80052310,z_demo
45F90,80057030,code_80069420
46020,800570C0,z_draw
47E80,80058F20,z_sfx_source
48040,800590E0,z_elf_message
48720,800597C0,z_face_reaction
48770,80059810,code_8006C3A0
488F0,80059990,z_fcurve_data
48B30,80059BD0,z_fcurve_data_skelanime
49320,8005A3C0,z_horse
4A000,8005B0A0,z_jpeg
4A7C0,8005B860,z_kaleido_setup
4ABF0,8005BC90,z_kanfont
4AE00,8005BEA0,z_kankyo
52590,80063630,z_lib
53730,800647D0,z_lifemeter
54AD0,80065B70,z_lights
55B70,80066C10,z_malloc
55D50,80066DF0,z_map_mark
563A0,80067440,z_prenmi_buff
56460,80067500,z_nulltask
564E0,80067580,z_olib
56BD0,80067C70,z_onepointdemo
5ABD0,8006BC70,z_map_exp
5C840,8006D8E0,z_parameter
67EE0,80078F80,z_path
680B0,80079150,z_frame_advance
68160,80079200,z_player_lib
6BB90,8007CC30,z_prenmi
6BD30,8007CDD0,z_quake
6CBA0,8007DC40,z_rcp
6E4A0,8007F540,z_room
6FC90,80080D30,z_sample
70090,80081130,code_80097A00
70250,800812F0,z_scene
716F0,80082790,z_scene_table
77D50,80088DF0,z_skelanime
7C6D0,8008D770,z_skin
7D270,8008E310,z_skin_awb
7DB80,8008EC20,z_skin_matrix
7EF20,8008FFC0,z_sram
80270,80091310,z_ss_sram
80440,800914E0,z_rumble
806E0,80091780,z_view
81E10,80092EB0,z_vimode
828D0,80093970,z_viscvg
82A70,80093B10,z_vismono
832D0,80094370,z_viszbuf
835C0,80094660,z_vr_box
85EB0,80096F50,z_vr_box_draw
865B0,80097650,z_player_call
86720,800977C0,z_fbdemo
87140,800981E0,z_fbdemo_triforce
876F0,80098790,z_fbdemo_wipe1
87B60,80098C00,z_fbdemo_circle
88220,800992C0,z_fbdemo_fade
88580,80099620,shrink_window
886F0,80099790,code_800BB0A0
88BC0,80099C60,z_kaleido_manager
88DF0,80099E90,z_kaleido_scope_call
890D0,8009A170,z_play
8CC00,8009DCA0,PreRender
8EE20,8009FEC0,TwoHeadGfxArena
8F030,800A00D0,TwoHeadArena
8F1F0,800A0290,audio_stop_all_sfx
8F240,800A02E0,audio_thread_manager
8F660,800A0700,title_setup
8F6D0,800A0770,game
8FF50,800A0FF0,gamealloc
90090,800A1130,graph
90A00,800A1AA0,gfxalloc
90A60,800A1B00,listalloc
90BB0,800A1C50,main
90F60,800A2000,padmgr
91A70,800A2B10,[PADDING]
91A80,800A2B20,sched
92810,800A38B0,speed_meter
93250,800A42F0,sys_cfb
93370,800A4410,sys_math
93610,800A46B0,sys_math3d
993E0,800AA480,sys_math_atan
99610,800AA6B0,sys_matrix
9BA10,800ACAB0,sys_ucode
9BA60,800ACB00,sys_rumble
9BDC0,800ACE60,code_800D31A0
9BDF0,800ACE90,irqmgr
9C370,800AD410,loadN64dd
9C420,800AD4C0,code_n64dd_800AD4C0
9C510,800AD5B0,[PADDING]
9C520,800AD5C0,fault
9E6F0,800AF790,kanread
9F1D0,800B0270,[PADDING]
9F1E0,800B0280,audio_lib_synthesis
A2340,800B33E0,audio_lib_heap
A5710,800B67B0,audio_lib_load
A9500,800BA5A0,audio_lib_thread
AAD60,800BBE00,audio_lib_dcache
AADE0,800BBE80,audio_lib_aisetnextbuf
AAE60,800BBF00,audio_lib_playback
ACDE0,800BDE80,audio_lib_effects
AD860,800BE900,audio_lib_seqplayer
B0E80,800C1F20,audio_general
B6EA0,800C7F40,audio_sfx
B8D00,800C9DA0,audio_sequence
BA920,800CB9C0,gfxprint
BB520,800CC5C0,rcp_utils
BB850,800CC8F0,loadfragment2
BBD00,800CCDA0,padutils
BBF10,800CCFB0,code_800FC620
BC330,800CD3D0,padsetup
BC470,800CD510,fp_math
BC820,800CD8C0,fp
BC980,800CDA20,system_malloc
BCBF0,800CDC90,rand
BCCF0,800CDD90,__osMalloc
BD6A0,800CE740,sprintf
BD770,800CE810,printutils
BD7D0,800CE870,jpegutils
BDCE0,800CED80,jpegdecoder
BE2D0,800CF370,getintmask
BE330,800CF3D0,scale
BE3D0,800CF470,sinf
BE590,800CF630,sins
BE600,800CF6A0,sptask
BE8F0,800CF990,motor
BECC0,800CFD60,siacs
BED80,800CFE20,controller
BF0C0,800D0160,contreaddata
BF2A0,800D0340,perspective
BF530,800D05D0,sprawdma
BF5C0,800D0660,sirawdma
BF670,800D0710,sptaskyield
BF690,800D0730,mtxutil
BF900,800D09A0,lookat
BFC30,800D0CD0,stoptimer
BFD20,800D0DC0,sqrtf
BFD30,800D0DD0,afterprenmi
BFD50,800D0DF0,contquery
BFE00,800D0EA0,lookathil
C05F0,800D1690,xprintf
C12B0,800D2350,string
C1350,800D23F0,sp
C1380,800D2420,viswapbuf
C13D0,800D2470,position
C15F0,800D2690,sptaskyielded
C1670,800D2710,rotate
C1860,800D2900,aisetfreq
C19B0,800D2A50,getactivequeue
C19C0,800D2A60,normalize
C1A50,800D2AF0,dpgetstat
C1A60,800D2B00,dpsetstat
C1A70,800D2B10,ortho
C1C30,800D2CD0,cosf
C1DA0,800D2E40,visetspecial
C1F00,800D2FA0,coss
C1F30,800D2FD0,settime
C1F60,800D3000,visetevent
C1FD0,800D3070,us2dex
C2150,800D31F0,pfsselectbank
C21D0,800D3270,contsetch
C2240,800D32E0,aigetlen
C2250,800D32F0,translate
C22F0,800D3390,contramwrite
C2540,800D35E0,pfsgetstatus
C2770,800D3810,contpfs
C32F0,800D4390,bcmp
C3410,800D44B0,contramread
C3640,800D46E0,crc
C37B0,800D4850,pfsisplug
C3AF0,800D4B90,xlitob
C3D90,800D4E30,ldiv
C3F20,800D4FC0,xldtob
C49E0,800D5A80,spgetstat
C49F0,800D5A90,spsetstat
C4A00,800D5AA0,writebackdcacheall
C4A30,800D5AD0,getcurrfaultedthread
C4A40,800D5AE0,llcvt
C4C50,800D5CF0,visetyscale
C4CB0,800D5D50,vigetcurrframebuf
C4CF0,800D5D90,spsetpc
C4D30,800D5DD0,sqrt
C4D40,800D5DE0,fmodf
C4D90,800D5E30,__osMemset
C4DC0,800D5E60,__osMemmove
C4E50,800D5EF0,z_message
D0610,800E16B0,z_game_over
D0B50,800E1BF0,z_construct
D1F20,800E2FC0,rsp.text

offset,vram,.data
D6610,800E76B0,z_en_a_keep
EDE80,801D5530,fault

offset,vram,.rodata
F4CC0,80105D60,z_en_a_keep
F7CE0,80108D80,game
F7D00,80108DA0,file_0F7D00

offset,vram,.bss
103D30,80114DD0,z_en_item00
10C0D0,8011D170,game
10C1B0,8011D250,file_10C1B0
10FF30,80120FD0,sys_cfb
10FF40,80120FE0,sys_math3d
110160,80121200,sys_matrix
110170,80121210,file_110170
11AD90,8012BE30,.end
